"Start","End","Week Number","Session Time (minutes)","Moving Average","Start Date","End Date"
2019-09-20 06:30:41,2019-09-20 07:14:23,"OMS : Intro to Analytics - W4",44,34.3897637795276,2019-09-20,2019-09-20
2019-09-20 09:14:04,2019-09-20 09:44:28,"OMS : Intro to Analytics - W4",30,34.3725490196078,2019-09-20,2019-09-20
2019-09-20 09:54:17,2019-09-20 10:14:44,"OMS : Intro to Analytics - W4",20,34.31640625,2019-09-20,2019-09-20
2019-09-20 10:14:57,2019-09-20 10:30:44,"OMS : Intro to Analytics - W4",16,34.2451361867704,2019-09-20,2019-09-20
2019-09-20 10:30:46,2019-09-20 10:46:22,"OMS : Intro to Analytics - W4",16,34.1744186046512,2019-09-20,2019-09-20
2019-09-20 14:24:12,2019-09-20 14:45:52,"OMS : Intro to Analytics - W4",22,34.1274131274131,2019-09-20,2019-09-20
2019-09-20 14:58:11,2019-09-20 15:08:31,"OMS : Intro to Analytics - W4",10,34.0346153846154,2019-09-20,2019-09-20
2019-09-20 15:08:33,2019-09-20 15:19:57,"OMS : Intro to Analytics - W4",11,33.9463601532567,2019-09-20,2019-09-20
2019-09-20 15:19:59,2019-09-20 15:29:59,"OMS : Intro to Analytics - W4",10,33.8549618320611,2019-09-20,2019-09-20
2019-09-20 15:30:17,2019-09-20 15:40:24,"OMS : Intro to Analytics - W4",10,33.7642585551331,2019-09-20,2019-09-20
2019-09-20 15:40:25,2019-09-20 15:54:22,"OMS : Intro to Analytics - W4",14,33.6893939393939,2019-09-20,2019-09-20
2019-09-20 15:55:57,2019-09-20 16:06:31,"OMS : Intro to Analytics - W4",11,33.6037735849057,2019-09-20,2019-09-20
2019-09-21 11:28:15,2019-09-21 11:46:22,"OMS : Intro to Analytics - W5",18,33.5451127819549,2019-09-21,2019-09-21
2019-09-21 11:46:24,2019-09-21 12:03:59,"OMS : Intro to Analytics - W5",18,33.4868913857678,2019-09-21,2019-09-21
2019-09-21 12:04:01,2019-09-21 12:18:30,"OMS : Intro to Analytics - W5",14,33.3707865168539,2019-09-21,2019-09-21
